Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Spain,SO2,Sulphur dioxide (air),2014,1.754,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,3.035,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.136,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.256,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.274,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,3.533,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,4.195,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,5.708,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,10.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,7.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,3.189,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.428,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,5.875,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,9.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,6.619,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,3.481,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.682,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,4.108,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,4.604,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,5.567,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,5.858,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,7.216,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,9.2,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,9.746,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,10.071,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,7.65,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,8.9,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,10.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,10.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,10.17,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,11.75,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,12.46,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,25.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,5.175,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,7.229,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,7.642,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,8.756,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,11.062,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,11.484,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,11.492,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,15.182,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.818,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.287,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.779,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,2.027,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.23,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,2.241,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,2.431,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.372,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.318,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,1.511,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.591,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.789,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.46,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.875,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.127,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,2.608,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,3.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.516,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,4.825,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,8.965,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,9.25,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,9.275,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,2.9,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,6.14,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,6.6,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,7.8,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,14.83,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,15.86,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,17.45,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,2.875,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,3.396,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.703,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,5.429,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,9.684,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,15.497,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,28.4,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.453,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,0.733,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.095,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.54,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,2.488,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.561,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,4.128,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.092,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.231,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.441,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.716,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,4.355,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.417,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,2.974,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,4.179,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,4.824,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,5.927,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,7.735,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.7,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,5.92,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,6.13,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,7.6,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,8.4,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,8.99,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,2.754,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,5.705,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,6.09,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,8.563,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,9.654,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,18.935,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.884,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.086,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,1.177,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.288,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,2.269,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.538,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.298,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.364,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,1.508,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.667,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.658,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.142,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,4.83,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,5.439,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,5.793,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,6.867,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,8.965,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,4.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,7.11,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,9.02,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,13.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,14.19,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,16.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,3.186,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,5.229,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,7.228,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,8.088,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,10.354,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,15.049,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.135,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.472,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,1.761,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,2.039,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.807,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.349,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,0.225,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.968,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.231,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,2.76,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,2.899,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.591,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,2.842,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.395,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,6.01,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,6.033,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,6.858,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,10.042,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,5.66,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,7.9,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,9.5,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,10.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,11.43,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,17.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,3.91,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,6.472,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,7.396,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,8.488,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,13.427,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,17.083,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.768,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,0.85,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,0.863,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.265,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,1.518,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.786,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,0.68,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,0.852,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.036,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,2.295,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,2.597,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,2.498,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,2.913,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.256,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.433,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.458,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,3.763,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,5.48,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,5.4,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,5.8,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,6.97,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,7.3,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,7.6,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,9.57,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,11.33,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,3.158,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.477,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,4.508,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,4.558,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,7.167,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,7.754,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,54.045,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.49,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.724,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,1.088,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,1.344,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.421,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,1.758,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.854,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,0.644,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,0.774,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,1.082,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,1.792,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,1.804,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,1.826,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,6.458,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,8.375,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,9.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,9.75,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,11.083,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,12.13,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,15.636,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,12.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,20.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,20.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,22.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,29.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,31.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,32.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,10.792,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,11.125,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,13.667,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,13.958,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,17.826,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,18.87,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,21.667,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,2.943,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.366,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.457,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,3.459,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.506,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,3.992,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,4.137,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.172,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.232,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.319,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,3.662,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.96,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,4.146,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.958,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,4.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,4.125,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,5.417,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,6.15,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,7.417,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,8.304,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,8.917,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,7.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,8.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,8.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,8.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,8.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,10.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,11.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,13.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,4.5,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,5.333,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,5.375,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,6.826,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,7.792,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,8.083,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,9.292,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,9.625,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,3.021,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.069,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.078,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.082,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,3.236,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.403,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,3.479,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,3.847,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,3.044,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,3.056,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,3.094,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,3.144,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,3.242,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,3.245,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,3.458,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,25.433,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,29.454,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,29.888,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,35.563,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,36.863,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,38.733,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,43.792,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,47.413,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,87.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2018,89.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,97.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,113.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,114.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,115.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,118.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,126.0,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2019,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,38.342,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,43.826,ug/m3
Spain,SO2,Sulphur dioxide (air),2016,53.963,ug/m3
Spain,SO2,Sulphur dioxide (air),2020,55.129,ug/m3
Spain,SO2,Sulphur dioxide (air),2014,57.483,ug/m3
Spain,SO2,Sulphur dioxide (air),2015,58.767,ug/m3
Spain,SO2,Sulphur dioxide (air),2019,67.054,ug/m3
Spain,SO2,Sulphur dioxide (air),2017,76.026,ug/m3
Spain,SO2,Sulphur dioxide (air),2013,0.0,count
Spain,SO2,Sulphur dioxide (air),2014,0.0,count
Spain,SO2,Sulphur dioxide (air),2015,0.0,count
Spain,SO2,Sulphur dioxide (air),2016,0.0,count
Spain,SO2,Sulphur dioxide (air),2018,0.0,count
Spain,SO2,Sulphur dioxide (air),2020,0.0,count
Spain,SO2,Sulphur dioxide (air),2017,1.0,count
